timestamp,__name__,endpoint,instance,job,le,namespace,pod,prometheus,service,user,value
2024-06-11 10:19:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,98.0
2024-06-11 10:19:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,102.0
2024-06-11 10:19:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,102.0
2024-06-11 10:19:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,109.0
2024-06-11 10:19:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,109.0
2024-06-11 10:19:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,114.0
2024-06-11 10:20:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,114.0
2024-06-11 10:20:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,121.0
2024-06-11 10:20:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,121.0
2024-06-11 10:20:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,130.0
2024-06-11 10:20:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,130.0
2024-06-11 10:20:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,135.0
2024-06-11 10:20:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,135.0
2024-06-11 10:20:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,137.0
2024-06-11 10:20:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,137.0
2024-06-11 10:20:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,144.0
2024-06-11 10:20:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,144.0
2024-06-11 10:20:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,150.0
2024-06-11 10:21:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,150.0
2024-06-11 10:21:06.315000057,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:51.321000099,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:21:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:22:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,153.0
2024-06-11 10:22:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,156.0
2024-06-11 10:22:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,156.0
2024-06-11 10:22:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,162.0
2024-06-11 10:22:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,162.0
2024-06-11 10:22:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,174.0
2024-06-11 10:22:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,174.0
2024-06-11 10:22:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,180.0
2024-06-11 10:22:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,180.0
2024-06-11 10:22:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,184.0
2024-06-11 10:22:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,184.0
2024-06-11 10:22:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,188.0
2024-06-11 10:23:01.331000090,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,188.0
2024-06-11 10:23:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,195.0
2024-06-11 10:23:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,195.0
2024-06-11 10:23:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,199.0
2024-06-11 10:23:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,199.0
2024-06-11 10:23:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,204.0
2024-06-11 10:23:31.308000088,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,204.0
2024-06-11 10:23:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,211.0
2024-06-11 10:23:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,211.0
2024-06-11 10:23:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,218.0
2024-06-11 10:23:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,218.0
2024-06-11 10:23:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,220.0
2024-06-11 10:24:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,220.0
2024-06-11 10:24:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,224.0
2024-06-11 10:24:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,224.0
2024-06-11 10:24:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,229.0
2024-06-11 10:24:21.312999964,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,229.0
2024-06-11 10:24:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,239.0
2024-06-11 10:24:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,239.0
2024-06-11 10:24:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,248.0
2024-06-11 10:24:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,248.0
2024-06-11 10:24:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,256.0
2024-06-11 10:24:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,256.0
2024-06-11 10:24:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,264.0
2024-06-11 10:25:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,264.0
2024-06-11 10:25:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,267.0
2024-06-11 10:25:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,267.0
2024-06-11 10:25:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,270.0
2024-06-11 10:25:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,270.0
2024-06-11 10:25:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,276.0
2024-06-11 10:25:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,276.0
2024-06-11 10:25:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,281.0
2024-06-11 10:25:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,281.0
2024-06-11 10:25:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,286.0
2024-06-11 10:25:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,286.0
2024-06-11 10:25:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,293.0
2024-06-11 10:26:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,293.0
2024-06-11 10:26:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,298.0
2024-06-11 10:26:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,298.0
2024-06-11 10:26:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,305.0
2024-06-11 10:26:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,305.0
2024-06-11 10:26:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,307.0
2024-06-11 10:26:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,307.0
2024-06-11 10:26:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,311.0
2024-06-11 10:26:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,311.0
2024-06-11 10:26:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,318.0
2024-06-11 10:26:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,318.0
2024-06-11 10:26:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,322.0
2024-06-11 10:27:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,322.0
2024-06-11 10:27:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,331.0
2024-06-11 10:27:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,331.0
2024-06-11 10:27:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,336.0
2024-06-11 10:27:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,336.0
2024-06-11 10:27:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,343.0
2024-06-11 10:27:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,343.0
2024-06-11 10:27:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,349.0
2024-06-11 10:27:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,349.0
2024-06-11 10:27:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,355.0
2024-06-11 10:27:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,355.0
2024-06-11 10:27:56.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Alan,359.0
2024-06-11 10:18:01.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,45.0
2024-06-11 10:18:06.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,54.0
2024-06-11 10:18:11.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,54.0
2024-06-11 10:18:16.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,57.0
2024-06-11 10:18:21.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,57.0
2024-06-11 10:18:26.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,64.0
2024-06-11 10:18:31.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,64.0
2024-06-11 10:18:36.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,68.0
2024-06-11 10:18:41.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,68.0
2024-06-11 10:18:46.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,76.0
2024-06-11 10:18:51.305999994,router_queue_duration_bucket,http,10.129.16.134:3000,tgis-bam,+Inf,fmaas-monitoring,llm-router-v7,openshift-user-workload-monitoring/user-workload,tgis-bam,Hari,76.0
